Date,Level,Slope,Curvature
1990-01-02,0.9937505405317392,0.16461819351761992,0.012131458034066372
1990-01-03,0.8762623829886866,0.1702098273327051,0.0256465247887344
1990-01-04,0.9111586578043829,0.13635491431569524,0.007773815856386146
1990-01-05,0.941925862048282,0.06979691251288025,-0.011392757785473592
1990-01-08,0.9090454175834244,0.029510170924414103,-0.014023357414076607
1990-01-09,0.9198692383330542,0.030019843425556886,-0.011040755654940074
1990-01-10,0.946408953799787,-0.0025163517840121885,-0.03544321919624137
1990-01-11,0.8622837243525416,0.007650245583131043,-0.026519368779555283
1990-01-12,0.818024238909298,-0.08620365071974653,-0.06847119250882394
1990-01-16,0.5524163481876575,-0.04924796576068444,-0.06216584739710626
1990-01-17,0.5235057782920076,0.02858680442864138,0.05252798730825822
1990-01-18,0.2098598649281839,0.0807321304054434,0.06322611335259716
1990-01-19,0.37325681359312696,0.07670728493568356,0.03303263332935185
1990-01-22,0.37448100722838135,0.007832442764290556,0.044411544943669896
1990-01-23,0.21468208620645307,-0.05085544087611786,-0.0054212030789112554
1990-01-24,0.20553907027033555,-0.09188126503023626,-0.023293370492667675
1990-01-25,0.13030712108294987,-0.11554405753353772,0.005065831044654303
1990-01-26,0.034736404250253955,-0.1472599457731256,0.036227642123443156
1990-01-29,-0.11552680134769096,-0.1550360822997634,0.050674200369595246
1990-01-30,-0.0609285092675505,-0.10993112536671956,0.09585809616539064
1990-01-31,0.06364253089544776,-0.03420004916086995,0.07789703416264
1990-02-01,0.051155096600257285,-0.008199009637579698,0.05483232705956006
1990-02-02,-0.10402400745598055,-0.04181773909517126,0.07124428779679401
1990-02-05,-0.1509183812691059,-0.04589657559658347,0.08444586001062873
1990-02-06,-0.23845515511505858,-0.10568849681354645,0.056828710659345374
1990-02-07,-0.18390872488437143,-0.05263254723025235,0.06783213444745279
1990-02-08,-0.047385293403679626,0.008115313410581155,0.0904684607403796
1990-02-09,0.21971936151364022,0.06746544629236573,0.044219979840655156
1990-02-12,0.0805131258053717,-0.04032653816493941,0.0026297237716276156
1990-02-13,0.29391613028283586,-0.14347598765942202,-0.09318500192851677
1990-02-14,0.16058749495569705,-0.10642227356668528,-0.06948065188315368
1990-02-15,0.02479576131203561,-0.05723910215891447,-0.019519024376099654
1990-02-16,0.03835312245598741,-0.08477591352455978,-0.046260330389949735
1990-02-20,-0.38661088135708843,-0.1509738705436744,-0.0013117778950408887
1990-02-21,-0.3409581272392983,-0.15061700108546494,-0.02218819354669383
1990-02-22,-0.2066244857971799,-0.12866143277914968,-0.044942735990724056
1990-02-23,-0.14493740776126307,-0.16143323587331299,-0.06526868794814564
1990-02-26,-0.02703356419221234,-0.09145158721328568,-0.04311174912435653
1990-02-27,0.022284732440918335,-0.023249532380104226,0.0002622982495472971
1990-02-28,-0.1759041128925504,-0.06469763664549312,0.004843300670194131
1990-03-01,-0.34305900066675027,-0.06879383363311341,-0.006727698328084342
1990-03-02,-0.2556444961711121,-0.0626233753698277,-0.03593846180184246
1990-03-05,-0.4575959052061105,-0.0803919885173462,0.0004452044488222062
1990-03-06,-0.35472050304219216,0.015421160290364985,0.04404331269577104
1990-03-07,-0.39452328427124916,0.0005871383673342195,0.042780349797107195
1990-03-08,-0.4019630350644585,0.0679746670907127,0.007326794470142894
1990-03-09,-0.6059776184052851,0.06845524129597437,0.0018393101415679555
1990-03-12,-0.599069033648474,0.07349907783622034,-0.0016915170151296233
1990-03-13,-0.7427840548165737,0.013204477076915022,0.00803139110972935
1990-03-14,-0.5727366083762992,0.057649918474098616,-0.0117237679018364
1990-03-15,-0.6274882621503133,0.0567838974041453,-0.02859552146904181
1990-03-16,-0.4625722594224644,0.08786784230458927,-0.03364460638545005
1990-03-19,-0.5327791036472551,0.1365779786898526,-0.019743015446894874
1990-03-20,-0.4627707108451673,0.21654549619521926,-0.000876757807372115
