DATE,PCEPI_CH1,Resource_GAP,Traditional Taylor Rule
1960-01-01,0.2573333333333334,0.07737814727672898,4.997574030503116
1960-04-01,0.276,0.06170345451212356,4.223172725606178
1960-07-01,0.2423333333333333,0.0565947464436487,3.9509039888491015
1960-10-01,0.2276666666666666,0.0341363768904106,2.8206521778538636
1961-01-01,0.2366666666666666,0.03156352941689278,2.696509804177972
1961-04-01,0.1543333333333333,0.03971452835361866,3.0628930843476
1961-07-01,0.1523333333333334,0.049827302288136366,3.567531781073485
1961-10-01,0.1006666666666667,0.06017135095409465,4.058900881038066
1962-01-01,0.1396666666666667,0.06814195837339554,4.47693125200311
1962-04-01,0.1976666666666667,0.06671966354426928,4.434816510546797
1962-07-01,0.1836666666666666,0.06799258586301171,4.491462626483919
1962-10-01,0.2153333333333333,0.06013909221607072,4.114621277470203
1963-01-01,0.193,0.05999041899567281,4.09602094978364
1963-04-01,0.162,0.060338804350688946,4.097940217534447
1963-07-01,0.1973333333333334,0.0714415355730722,4.6707434453202765
1963-10-01,0.208,0.0673203834828211,4.470019174141055
1964-01-01,0.2386666666666667,0.07757644304893141,4.998155485779904
1964-04-01,0.249,0.07753504471724781,5.001252235862391
1964-07-01,0.2246666666666666,0.08204774711756535,5.214720689211601
1964-10-01,0.219,0.07421672098160492,4.820336049080247
1965-01-01,0.196,0.08703539617419231,5.449769808709616
1965-04-01,0.2436666666666667,0.08890153602460238,5.566910134563452
1965-07-01,0.252,0.1000178814339634,6.126894071698169
1965-10-01,0.2483333333333334,0.1120157334568681,6.724953339510072
1966-01-01,0.324,0.12532596850190814,7.428298425095407
1966-04-01,0.3773333333333333,0.1180486051492391,7.091096924128621
1966-07-01,0.445,0.11575382015436375,7.010191007718188
1966-10-01,0.526,0.11325436909385544,6.925718454692772
1967-01-01,0.4466666666666666,0.11113743896725659,6.780205281696162
1967-04-01,0.3923333333333333,0.10058922068818354,6.225627701075844
1967-07-01,0.4233333333333334,0.09869184674506037,6.146259003919686
1967-10-01,0.4423333333333333,0.09471200453273809,5.956766893303572
1968-01-01,0.58,0.10348965239657026,6.464482619828513
1968-04-01,0.68,0.10893730449643257,6.786865224821629
1968-07-01,0.7056666666666666,0.10554568471440007,6.630117569053336
1968-10-01,0.756,0.09840646730207858,6.298323365103929
1969-01-01,0.747,0.10338037991372673,6.542518995686336
1969-04-01,0.801,0.09635030075821227,6.218015037910614
1969-07-01,0.8446666666666667,0.09344301559409907,6.094484113038287
1969-10-01,0.8636666666666667,0.07956493645404983,5.410080156035825
1970-01-01,0.908,0.06953964163185411,4.930982081592705
1970-04-01,0.887,0.06287157697472345,4.587078848736173
1970-07-01,0.8483333333333333,0.06421572902283224,4.634953117808278
1970-10-01,0.8866666666666666,0.045685200249458546,3.7275933458062607
1971-01-01,0.8543333333333334,0.0644700358093786,4.6506684571355965
1971-04-01,0.8706666666666667,0.06139647848569041,4.505157257617854
1971-07-01,0.881,0.06091997195670551,4.486498597835276
1971-10-01,0.7516666666666667,0.05465715380206504,4.108691023436585
1972-01-01,0.7816666666666666,0.0645305170730115,4.617359186983908
1972-04-01,0.672,0.07910232786620242,5.291116393310121
1972-07-01,0.657,0.08092070584979005,5.374535292489503
1972-10-01,0.7026666666666667,0.09001214162214666,5.851940414440666
1973-01-01,0.7423333333333334,0.10675697625536706,6.70901547943502
1973-04-01,1.04,0.10934137942686029,6.987068971343014
1973-07-01,1.2583333333333333,0.09561504763568252,6.409919048450792
1973-10-01,1.548,0.0963891946461981,6.593459732309905
1974-01-01,1.975,0.07902623122111763,5.938811561055881
1974-04-01,2.2296666666666667,0.07273477803122752,5.751572234894709
1974-07-01,2.4856666666666665,0.05476916366009199,4.981291516337933
1974-10-01,2.6603333333333334,0.04259009744659892,4.459671538996613
1975-01-01,2.458666666666667,0.022285007728743977,3.3435837197705323
1975-04-01,2.106333333333333,0.021507099029461685,3.128521618139751
1975-07-01,1.9433333333333334,0.030668444172126996,3.5050888752730165
1975-10-01,1.759,0.03630077189783343,3.6945385948916716
1976-01-01,1.5766666666666667,0.05094613424436645,4.3356400455516555
1976-04-01,1.4876666666666667,0.05067717564920571,4.277692115793618
1976-07-01,1.4166666666666665,0.04846508676478045,4.131587671572356
1976-10-01,1.4123333333333332,0.04795292667943407,4.10381300063837
1977-01-01,1.632,0.05180206954671718,4.406103477335859
1977-04-01,1.903,0.06290130706467068,5.096565353233534
1977-07-01,1.927,0.07253357782419556,5.590178891209778
1977-10-01,1.91,0.06414324486294909,5.1621622431474545
1978-01-01,1.8933333333333333,0.058792980251705984,4.886315679251966
1978-04-01,2.033333333333333,0.08810958257187806,6.42214579526057
